,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
374,Carahue,0,CL,1605322998,100,-38.7,-73.17,42.8,2.77
375,Sovetskiy,18,RU,1605322829,90,61.36,63.58,11.17,6.76
376,Santa Isabel Rio Negro,100,BR,1605322998,96,-0.41,-65.02,75.07,2.93
377,Isiro,51,CD,1605322999,96,2.77,27.62,64.26,1.16
378,Burgeo,100,CA,1605322999,69,47.62,-57.62,40.01,13.71
379,Maués,80,BR,1605322999,70,-3.38,-57.72,80.26,1.12
380,Idukki,71,IN,1605322999,80,9.85,76.97,73.58,4.88
381,Staraya Russa,44,RU,1605323000,95,57.99,31.36,31.14,4.79
382,Pendleton,1,US,1605323000,70,45.67,-118.79,43.0,27.51
383,Udimskiy,100,RU,1605323000,98,61.14,45.91,27.18,3.78
384,Pangnirtung,31,CA,1605323000,82,66.15,-65.71,3.34,4.16
385,Okhotsk,86,RU,1605323000,92,59.38,143.3,14.88,9.95
386,Nanortalik,100,GL,1605323001,87,60.14,-45.24,28.92,8.01
387,Cape Canaveral,75,US,1605322921,94,28.41,-80.6,75.2,5.82
388,Mulegé,0,MX,1605323001,76,26.88,-111.98,62.78,2.71
389,São Félix do Xingu,82,BR,1605322842,84,-6.64,-51.99,74.73,1.5
390,Alice Springs,0,AU,1605322993,11,-23.7,133.88,104.0,12.75
391,Necochea,100,AR,1605323002,91,-38.55,-58.74,64.0,3.0
392,Praia,0,CV,1605322804,88,14.92,-23.51,75.2,11.41
393,Ous,41,RU,1605323002,90,60.91,61.52,12.58,6.91
394,San Francisco,90,US,1605322987,82,37.77,-122.42,57.2,13.87
395,Sørland,18,NO,1605323003,71,67.67,12.69,43.48,15.88
396,Bilma,0,NE,1605323003,30,18.69,12.92,68.38,15.17
397,Callaway,1,US,1605323003,52,30.15,-85.57,68.0,3.36
398,Malabo,20,GQ,1605323003,100,3.75,8.78,77.0,3.87
399,Asău,0,RO,1605323004,97,46.43,26.4,36.0,3.74
400,Pokrovskoye,4,RU,1605323004,85,47.42,38.9,33.71,7.52
401,Saldanha,13,ZA,1605323004,67,-33.01,17.94,62.6,2.24
402,Muros,93,ES,1605323004,82,42.78,-9.06,60.01,8.01
403,Cayenne,0,GF,1605323004,100,4.93,-52.33,77.0,9.82
404,Klaksvík,35,FO,1605323005,87,62.23,-6.59,44.6,9.17
405,Nortelândia,15,BR,1605323005,86,-14.45,-56.8,73.96,2.66
406,Machilipatnam,75,IN,1605323006,73,16.17,81.13,75.2,6.93
407,Petatlán,0,MX,1605323006,84,17.52,-101.27,75.42,2.57
408,Djougou,0,BJ,1605323006,29,9.71,1.67,71.8,5.48
409,Hokitika,78,NZ,1605323006,70,-42.72,170.97,58.14,4.45
410,Hamilton,1,US,1605323007,52,39.18,-84.53,42.01,5.82
411,Kamenka,100,RU,1605323007,95,51.32,42.77,28.99,4.45
412,San Matías,100,BO,1605323007,72,-16.37,-58.4,77.16,5.7
413,Mersin Province,0,TR,1605322922,81,36.86,34.65,53.6,3.71
414,Shelburne,90,CA,1605323007,69,44.08,-80.2,39.2,8.05
415,Imbituba,40,BR,1605323008,88,-28.24,-48.67,71.6,3.36
416,Havre-St-Pierre,90,CA,1605323008,92,50.23,-63.6,30.2,6.93
417,Aranos,80,NA,1605323008,40,-24.13,19.12,74.08,6.02
418,Narovchat,92,RU,1605323008,99,53.88,43.69,30.51,5.12
419,Loikaw,0,MM,1605323008,66,19.67,97.21,75.96,2.28
420,Haapiti,20,PF,1605323009,70,-17.57,-149.87,84.2,11.41
421,Kuah,20,MY,1605323009,74,6.33,99.84,86.0,2.24
422,Magione,90,IT,1605323009,97,43.14,12.21,52.0,1.43
423,Ucluelet,0,CA,1605323009,79,48.93,-125.55,44.01,1.99
424,Al Bardīyah,83,LY,1605323010,69,31.76,25.09,65.61,8.7
425,Yibin,4,CN,1605323010,51,28.77,104.62,73.38,0.89
426,Yoichi,75,JP,1605323010,70,43.2,140.77,46.0,12.75
427,Caher,100,IE,1605323010,91,52.38,-7.92,51.01,1.99
428,San Cristobal,100,VE,1605323010,92,7.77,-72.22,67.93,0.34
429,Tautira,20,PF,1605322961,70,-17.73,-149.15,84.2,11.41
430,Pangoa,74,PE,1605323011,95,-12.12,-73.0,68.59,3.6
431,Lata,79,PT,1605323011,90,40.16,-8.33,59.0,1.01
432,Beisfjord,19,NO,1605323011,52,68.38,17.6,41.0,18.34
433,Ca Mau,90,VN,1605323012,61,9.18,105.15,85.35,5.7
434,Mendoza,40,AR,1605322840,68,-32.89,-68.83,69.8,12.75
435,Tarauacá,100,BR,1605323012,78,-8.16,-70.77,77.23,1.74
436,Dzaoudzi,0,YT,1605323012,88,-12.79,45.27,77.0,3.36
437,Podgornoye,75,RU,1605323012,86,51.73,39.15,30.2,4.47
438,Havelock,90,US,1605323013,87,34.88,-76.9,59.0,4.7
439,Igarka,81,RU,1605323013,87,67.47,86.58,-19.95,4.74
440,Ekhabi,76,RU,1605323013,90,53.51,142.97,32.79,14.83
441,Manicoré,35,BR,1605323014,79,-5.81,-61.3,78.42,0.81
442,Kampene,100,CD,1605323014,89,-3.6,26.67,68.43,2.44
443,Digha,0,IN,1605323014,61,21.68,87.55,77.58,9.46
444,La Peca,100,PE,1605323014,76,-5.61,-78.44,71.26,1.88
445,Beian,0,NO,1605323015,66,63.66,9.57,48.2,17.22
446,Shimoda,20,JP,1605323015,48,34.67,138.95,64.4,16.11
447,Breaza,2,RO,1605323015,82,45.18,25.67,41.0,3.49
448,Umluj,0,SA,1605323015,59,25.02,37.27,72.01,1.41
449,Galich,100,RU,1605323016,97,58.38,42.35,33.73,1.1
450,Gheorgheni,20,RO,1605323016,84,46.72,25.62,32.0,1.5
451,Teya,89,RU,1605323016,94,60.38,92.63,11.37,3.76
452,Onalaska,1,US,1605323016,55,43.88,-91.24,33.8,12.75
453,Ilhabela,93,BR,1605322887,88,-23.78,-45.36,71.85,2.04
454,Gwanda,0,ZW,1605323017,68,-20.93,29.0,63.84,4.59
455,Sur,0,OM,1605323017,43,22.57,59.53,74.66,3.91
456,Tuatapere,100,NZ,1605323017,49,-46.13,167.68,68.0,15.01
457,Kruisfontein,0,ZA,1605323018,79,-34.0,24.73,59.0,3.0
458,Kohtla-Nõmme,84,EE,1605323018,88,59.35,27.18,35.26,9.33
459,Mwinilunga,100,ZM,1605323018,95,-11.74,24.43,62.37,0.89
460,Choix,0,MX,1605323018,60,26.71,-108.32,66.76,1.39
461,Nouadhibou,0,MR,1605323019,43,20.93,-17.03,73.4,10.29
462,Aste,100,IT,1605323019,85,45.79,11.1,48.0,2.84
463,Troitskoye,96,RU,1605323019,85,52.98,84.68,28.9,8.37
464,Naantali,20,FI,1605323019,100,60.47,22.02,39.2,6.93
465,Tucumcari,1,US,1605323020,42,35.17,-103.72,46.4,10.29
466,Santa Teresa del Tuy,40,VE,1605323020,88,10.23,-66.66,78.8,5.82
467,Sinnamary,100,GF,1605323020,84,5.38,-52.95,79.86,10.94
468,Cairns,18,AU,1605323020,58,-16.92,145.77,88.0,10.29
469,Matara,95,LK,1605323021,78,5.95,80.54,81.5,3.13
470,Palmer,90,US,1605323021,93,42.16,-72.33,39.0,3.06
471,Nome,1,US,1605323021,67,64.5,-165.41,19.4,10.29
472,Dwārka,0,IN,1605323021,50,22.24,68.97,79.57,10.56
473,Firovo,100,RU,1605323022,92,57.48,33.7,35.98,5.48
474,Lumphat,100,KH,1605323022,73,13.49,106.98,81.57,1.86
475,Toyooka,40,JP,1605323022,58,35.53,134.83,57.2,9.17
476,Ilo,56,PE,1605323023,76,-17.64,-71.34,64.22,4.52
477,Bathsheba,20,BB,1605323023,88,13.22,-59.52,78.8,6.93
478,Khuzdar,38,PK,1605322881,38,27.74,66.64,61.02,2.53
479,Barra de Tecoanapa,9,MX,1605323023,79,16.52,-98.75,80.24,5.64
480,Mindelo,20,CV,1605323024,78,16.89,-24.98,77.0,10.29
481,Kathu,20,TH,1605323024,74,7.92,98.33,84.99,11.41
482,Mercedes,64,AR,1605323024,72,-34.65,-59.43,69.01,4.0
483,Verkhniy Baskunchak,0,RU,1605323024,95,48.23,46.72,29.39,7.81
484,Miyako,0,JP,1605323024,45,39.64,141.95,53.89,6.62
485,Nilópolis,90,BR,1605323025,94,-22.81,-43.41,75.2,3.36
486,Dalvik,90,IS,1605323025,86,65.97,-18.53,26.6,7.38
487,Rognan,0,NO,1605323025,52,67.1,15.39,46.4,17.22
488,Navrongo,0,GH,1605323026,24,10.9,-1.09,73.94,8.14
489,Russell,1,US,1605323026,87,32.35,-85.2,66.2,4.79
490,Syamzha,100,RU,1605323026,98,60.02,41.06,32.23,3.62
491,Nemuro,75,JP,1605322972,52,43.32,145.57,46.4,11.41
492,São Bartolomeu de Messines,90,PT,1605323026,100,37.26,-8.29,60.01,6.93
493,Agadez,0,NE,1605323027,34,19.75,10.25,63.99,12.75
494,Los Barrios,100,ES,1605323027,93,36.18,-5.49,64.4,6.93
495,Quimper,90,FR,1605323027,87,48.0,-4.1,57.2,12.75
496,Banda Aceh,69,ID,1605323027,71,5.56,95.32,82.78,3.51
497,Lander,75,US,1605323028,44,42.83,-108.73,41.0,10.29
498,Katherine,49,AU,1605323028,44,-14.47,132.27,95.0,11.41
499,Ixtapa,5,MX,1605323028,73,20.7,-105.2,77.0,4.7
500,Bullhead City,1,US,1605323029,22,35.15,-114.57,66.0,6.93
501,Suntar,100,RU,1605323029,96,62.14,117.63,17.71,6.4
502,Kholtoson,100,RU,1605323029,91,50.3,103.31,24.82,3.2
503,Moratuwa,40,LK,1605322899,94,6.77,79.88,77.0,3.36
504,Conde,40,BR,1605323029,88,-7.26,-34.91,77.0,8.05
505,Sangīn,100,AF,1605323030,86,32.07,64.84,53.71,6.22
506,Port-Gentil,100,GA,1605323030,86,-0.72,8.78,77.52,8.16
507,Ellisras,1,ZA,1605323030,37,-23.66,27.74,66.27,3.29
508,Togur,54,RU,1605323030,97,58.36,82.83,18.28,3.51
509,Eureka,43,US,1605323030,94,40.8,-124.16,48.99,3.87
510,Ugoofaaru,100,MV,1605323031,81,5.67,73.0,80.71,10.49
511,Neepawa,5,CA,1605323031,85,50.23,-99.47,17.6,5.82
512,Torit,0,SS,1605323031,76,4.41,32.57,71.74,1.61
513,Turaif,0,SA,1605323031,76,31.67,38.66,53.6,6.93
514,Gornoye Loo,100,RU,1605323032,70,43.71,39.6,46.99,4.47
515,Flin Flon,100,CA,1605323032,97,54.77,-101.86,16.93,7.65
516,Davlekanovo,75,RU,1605323032,85,54.22,55.03,17.6,8.95
517,Nānākuli,1,US,1605323033,48,21.39,-158.15,84.2,10.29
518,Ramon,83,PH,1605322951,77,16.78,121.53,82.94,3.78
519,Tilichiki,0,RU,1605323033,91,60.47,166.1,8.53,7.31
520,Medveda,0,RU,1605323033,92,56.51,92.41,12.2,5.73
521,Puquio,0,PE,1605323033,51,-14.7,-74.13,50.88,1.12
522,Strezhevoy,85,RU,1605322738,92,60.73,77.59,8.6,6.71
523,Monte Alegre,100,BR,1605323034,84,-2.01,-54.07,77.77,3.31
524,Lere,62,NG,1605323034,39,10.39,8.57,67.91,4.94
525,Matala,89,PH,1605323034,79,13.83,121.15,84.99,4.0
526,Songyuan,0,CN,1605323034,46,45.12,124.86,46.56,11.56
527,Mahina,20,PF,1605323035,70,-17.51,-149.49,84.2,11.41
528,Gualdo Tadino,59,IT,1605323035,100,43.23,12.78,48.2,6.93
529,Bandar-e Anzali,93,IR,1605323035,83,37.47,49.46,55.74,5.37
530,Taozhuang,97,CN,1605323035,59,34.85,117.33,62.55,10.63
531,Bull Savanna,49,JM,1605323035,87,17.89,-77.59,76.08,7.27
532,Edmonton,100,CA,1605322804,68,53.55,-113.47,24.8,3.36
533,Henties Bay,3,NA,1605323036,86,-22.12,14.28,61.0,2.62
534,Barranca,81,PE,1605322980,85,-10.75,-77.77,63.0,6.69
535,Fairbanks,75,US,1605323036,85,64.84,-147.72,15.8,2.15
536,Mongomo,92,GQ,1605323037,98,1.63,11.31,66.6,2.51
537,Lavrentiya,71,RU,1605323037,93,65.58,-171.0,23.59,15.28
538,Cao Bang,0,VN,1605323037,36,22.67,106.25,76.03,4.45
539,Taksimo,46,RU,1605323037,88,56.34,114.88,22.19,3.62
540,Nev'yansk,100,RU,1605323038,93,57.5,60.21,13.46,8.99
541,Sindou,0,BF,1605323038,24,10.67,-5.17,71.71,7.09
542,Cap-aux-Meules,100,CA,1605323038,75,47.38,-61.86,41.0,14.99
543,Tāybād,3,IR,1605323038,77,34.74,60.78,37.36,11.43
544,Qui Nhon,100,VN,1605323039,65,13.77,109.23,81.72,3.38
545,Maragogi,86,BR,1605323039,84,-9.01,-35.22,76.59,8.86
546,Jadu,0,LY,1605323039,74,31.95,12.03,52.99,6.98
547,Honningsvåg,20,NO,1605323039,79,70.98,25.97,38.64,28.05
548,Acajutla,0,SV,1605323040,94,13.59,-89.83,73.0,7.0
549,Gamba,100,GA,1605323040,91,-2.65,10.0,75.02,2.91
550,Kashgar,75,CN,1605323040,30,39.45,75.98,41.0,6.71
551,Shiyan,0,CN,1605323040,42,32.65,110.78,57.99,1.01
552,Kingsport,1,US,1605322815,61,36.55,-82.56,48.2,4.7
553,Somerset,20,US,1605323035,100,40.57,-74.55,45.0,3.36
554,Rossosh',99,RU,1605323041,92,51.12,38.51,30.4,1.45
555,Manadhoo,100,MV,1605323041,75,5.77,73.38,82.45,10.87
556,Sorong,18,ID,1605323041,73,-0.88,131.25,83.97,2.62
557,Dunda,8,TZ,1605323042,80,-8.12,34.25,66.72,3.11
558,Azamgarh,0,IN,1605323042,31,26.06,83.19,76.26,3.74
559,Khuzhir,65,RU,1605323042,87,53.19,107.34,26.94,10.8
560,Homer,90,US,1605322974,59,59.64,-151.55,39.0,3.36
561,Birao,14,CF,1605323042,29,10.28,22.79,69.24,6.62
